SK_ID_CURR,TARGET
100001,0.11950375
100005,0.13680296
100013,0.10805556
100028,0.11512275
100038,0.14429791
100042,0.117337815
100057,0.10416464
100065,0.11810636
100066,0.11014605
100067,0.15728289
100074,0.12176156
100090,0.12921703
100091,0.15623133
100092,0.13317595
100106,0.12250911
100107,0.15209495
100109,0.11924338
100117,0.10398797
100128,0.15138799
100141,0.113581896
100150,0.110787585
100168,0.104976304
100169,0.12451137
100170,0.116430834
100171,0.10865095
100172,0.13353367
100184,0.12971056
100187,0.12528671
100212,0.11799874
100222,0.1307503
100223,0.11106083
100232,0.10609036
100241,0.14801693
100245,0.103830725
100253,0.10735928
100256,0.12942927
100271,0.10427183
100278,0.16346452
100280,0.10493568
100306,0.14418128
100311,0.14652579
100312,0.108480155
100330,0.12895596
100331,0.10786748
100352,0.122400075
100358,0.12859699
100367,0.10973473
100382,0.15287492
100384,0.11799168
100385,0.14138342
100386,0.11041906
100399,0.1075089
100404,0.119626485
100416,0.10494202
100422,0.12202279
100426,0.11211659
100438,0.103619695
100444,0.14514467
100445,0.1416835
100446,0.14349848
100447,0.10711888
100450,0.117487326
100466,0.110156596
100483,0.11802382
100484,0.10490989
100494,0.12176343
100510,0.15838602
100512,0.10997145
100517,0.1095716
100548,0.11002772
100551,0.12118741
100552,0.13599528
100553,0.10743775
100561,0.16219702
100568,0.1961108
100569,0.10797513
100591,0.119425
100592,0.104664356
100602,0.12446548
100607,0.11137826
100613,0.12631893
100617,0.14900458
100618,0.14537999
100622,0.12782344
100625,0.15349652
100677,0.1482877
100699,0.119379796
100702,0.25872007
100711,0.13407162
100729,0.14606456
100740,0.1832915
100744,0.14730445
100745,0.116797455
100747,0.14394791
100751,0.20559296
100752,0.12207937
100753,0.17719147
100754,0.19124962
100760,0.10676842
100762,0.1348095
100763,0.1300379
100765,0.10860766
100770,0.14709465
100772,0.11032322
100777,0.11337952
100791,0.112296335
100792,0.10525831
100797,0.105197676
100823,0.114588454
100826,0.115210004
100830,0.10925725
100836,0.16435108
100872,0.12870204
100910,0.13476092
100913,0.15888613
100918,0.11879208
100931,0.10229766
100952,0.11067827
100953,0.105641894
100965,0.17460454
100970,0.10862647
100982,0.14612697
100983,0.21384083
100984,0.115928106
100987,0.11505108
100997,0.12236933
100998,0.13663478
101002,0.118263476
101005,0.16858295
101008,0.14932372
101020,0.1272903
101021,0.10796131
101024,0.11432521
101025,0.14789218
101026,0.11568216
101031,0.107721075
101041,0.11101693
101051,0.102066204
101055,0.12941751
101056,0.20532279
101057,0.117214754
101064,0.10727336
101079,0.16258588
101087,0.107101396
101090,0.10396622
101092,0.12164253
101097,0.13190438
101099,0.10727941
101107,0.12083055
101118,0.1117295
101125,0.12760225
101126,0.10379768
101128,0.10375221
101136,0.14625937
101140,0.14263396
101149,0.12142609
101160,0.12524801
101169,0.1528667
101181,0.11662824
101186,0.10916538
101190,0.119913176
101193,0.1355829
101194,0.12766515
101198,0.15459605
101200,0.114667244
101204,0.10246155
101211,0.11758386
101213,0.12779154
101223,0.12662967
101225,0.14335787
101237,0.11594781
101243,0.11758698
101244,0.14902133
101258,0.110970415
101259,0.14012611
101268,0.13379776
101269,0.11194564
101271,0.1283961
101279,0.12579449
101281,0.15087438
101287,0.11982021
101292,0.10851255
101294,0.1111283
101296,0.122336045
101297,0.11333204
101299,0.13471742
101301,0.106468
101305,0.160376
101308,0.1948373
101318,0.103138454
101327,0.21622391
101329,0.11436196
101332,0.11856081
101337,0.11068767
101343,0.109064534
101345,0.10862181
101346,0.101877846
101353,0.10459194
101354,0.13275462
101355,0.16647433
101356,0.107495494
101362,0.121436305
101363,0.20995618
101365,0.10548279
101366,0.12890346
101367,0.15070182
101368,0.10144852
101374,0.15183167
101380,0.10322408
101383,0.111951485
101398,0.106264696
101399,0.15932779
101401,0.18265887
101412,0.11641627
101426,0.10907714
101427,0.23258643
101428,0.15017381
101429,0.13041398
101434,0.1080421
101440,0.14611606
101448,0.13152748
101449,0.11013751
101465,0.11710851
101467,0.11182179
101472,0.13036847
101478,0.14771168
101497,0.12102055
101504,0.13217892
101547,0.1060577
101548,0.13490357
101555,0.17197883
101570,0.10931426
101572,0.11962739
101578,0.10884408
101580,0.14078979
101588,0.14186522
101602,0.10569178
101610,0.14321513
101614,0.116698794
101616,0.12410204
101643,0.13561055
101644,0.109536245
101649,0.13992898
101650,0.12085497
101665,0.10339989
101667,0.13792112
101669,0.1669753
101674,0.121830575
101675,0.10713325
101678,0.13588502
101682,0.13413964
101686,0.123797126
101697,0.1568552
101700,0.19024035
101711,0.111465566
101714,0.111812085
101715,0.15426584
101728,0.10831842
101732,0.10782179
101757,0.14598271
101758,0.11918676
101759,0.11925106
101762,0.10789187
101764,0.116023675
101780,0.19121274
101784,0.10110942
101789,0.10298546
101816,0.12909241
101819,0.11696522
101827,0.10114514
101863,0.12473541
101867,0.114334814
101870,0.102936596
101873,0.15016276
101878,0.14359294
101879,0.11072366
101880,0.11312305
101887,0.1164004
101897,0.10466481
101901,0.12132709
101903,0.18594599
101920,0.11257701
101921,0.11652188
101922,0.11803002
101961,0.13334952
101962,0.10558526
101971,0.13179107
101976,0.16438304
102002,0.11856789
102005,0.104441196
102007,0.23312682
102017,0.10245823
102019,0.16744578
102029,0.102422945
102051,0.15193242
102052,0.1020554
102054,0.105210245
102062,0.11209082
102067,0.12658156
102068,0.1208761
102070,0.11152143
102090,0.13340001
102092,0.12931675
102099,0.15493785
102100,0.10787807
102112,0.122213535
102113,0.109719045
102122,0.15558097
102123,0.11793424
102125,0.11027956
102126,0.15327723
102146,0.12541813
102147,0.14387225
102151,0.115602866
102158,0.17743702
102159,0.110702425
102162,0.12982841
102165,0.111252196
102166,0.106403604
102174,0.10899809
102193,0.13550173
102198,0.10498975
102205,0.13225101
102206,0.10605948
102218,0.10909493
102221,0.10982955
102230,0.12162733
102238,0.1295689
102248,0.119935356
102252,0.162402
102259,0.11391802
102262,0.14938883
102273,0.11670802
102286,0.14946218
102293,0.10641245
102294,0.11614347
102296,0.13159773
102298,0.11838487
102303,0.114898704
102309,0.117271855
102315,0.12973788
102340,0.1146462
102342,0.13200977
102344,0.12039726
102346,0.122023
102347,0.106865965
102374,0.112573564
102380,0.10770213
102387,0.11287111
102393,0.11713618
102403,0.10987739
102413,0.10791051
102414,0.1043542
102415,0.11719762
102416,0.13762122
102439,0.12318438
102441,0.11776431
102443,0.10532079
102444,0.15254422
102445,0.15953651
102448,0.11504161
102449,0.14619371
102450,0.13065533
102456,0.11502215
102458,0.13920453
102459,0.11425356
102465,0.12147544
102470,0.148945
102471,0.11287032
102475,0.11115685
102476,0.12981534
102506,0.12224463
102509,0.12017096
102519,0.10449831
102522,0.1303567
102545,0.10977808
102549,0.116702795
102562,0.10386055
102563,0.10574708
102568,0.14020467
102582,0.1241732
102592,0.10662932
102597,0.14988825
102605,0.112750545
102614,0.10589976
102617,0.14003254
102634,0.13621584
102652,0.109087445
102655,0.10273436
102671,0.12898684
102694,0.17271201
102701,0.11176181
102703,0.10195765
102704,0.10470226
102713,0.10244019
102720,0.14791006
102731,0.10447808
102733,0.120789215
102749,0.10712409
102755,0.117900826
102763,0.11138918
102770,0.117789075
102772,0.121427245
102799,0.15853274
102838,0.105162695
102854,0.10985105
102862,0.13293636
102863,0.10646588
102867,0.10563197
102868,0.10491369
102878,0.117434114
102887,0.12606509
102898,0.18151635
102904,0.121164806
102912,0.113341555
102919,0.1044808
102927,0.13526532
102932,0.12210021
102933,0.12471523
102935,0.10561114
102958,0.12213008
102969,0.14565128
102971,0.10378011
102975,0.11143389
102979,0.11947483
102982,0.104169376
102987,0.18161531
102989,0.122787096
102995,0.13197601
102996,0.118542425
103000,0.11070007
103001,0.121677026
103004,0.110045336
103010,0.107456386
103025,0.14627337
103029,0.11861414
103046,0.1308771
103056,0.113391906
103062,0.13453837
103078,0.10306601
103083,0.10565301
103092,0.11388983
103096,0.12311739
103097,0.14580877
103102,0.15250884
103112,0.13687028
103132,0.116125
103144,0.13286445
103145,0.12331431
103146,0.10626173
103147,0.11657144
103158,0.1055664
103171,0.122923136
103173,0.11312774
103184,0.11469941
103195,0.14118005
103196,0.11616905
103206,0.11021482
103230,0.17129067
103231,0.16280329
103232,0.110808894
103239,0.13613822
103240,0.1398298
103243,0.10781439
103252,0.13586026
103258,0.1156954
103259,0.1455759
103279,0.11192866
103280,0.101198345
103286,0.1120233
103287,0.204262
103290,0.10577145
103298,0.106270134
103315,0.10111122
103319,0.1081381
103334,0.13123223
103336,0.123891786
103345,0.10729273
103368,0.106497265
103371,0.15873417
103377,0.111406215
103398,0.11215561
103404,0.11441101
103408,0.17982933
103410,0.12471295
103418,0.107563786
103420,0.18043405
103432,0.11657352
103433,0.11095233
103436,0.10670268
103440,0.11576697
103453,0.1255322
103459,0.1205387
103460,0.11223071
103461,0.10891935
103462,0.11389204
103473,0.15083504
103474,0.10543156
103475,0.171085
103478,0.14134458
103480,0.15067394
103484,0.10567621
103494,0.148885
103513,0.13143378
103515,0.1188459
103516,0.16392313
103525,0.13417618
103541,0.1455772
103544,0.10657307
103562,0.17495914
103570,0.2217601
103572,0.1340071
103574,0.10241299
103575,0.1082196
103591,0.13874178
103594,0.11360775
103609,0.1157942
103613,0.121455766
103614,0.112659566
103615,0.11332367
103624,0.112666324
103625,0.1533809
103628,0.16936141
103629,0.10411455
103647,0.12080241
103648,0.12498191
103651,0.112959825
103658,0.11327605
103668,0.1274794
103669,0.10836732
103676,0.119583264
103682,0.12609014
103683,0.11102905
103689,0.10654103
103725,0.13094492
103733,0.16508491
103744,0.10589988
103762,0.12795913
103771,0.1729272
103773,0.10004595
103783,0.11898011
103784,0.11742422
103808,0.10362067
103812,0.12351337
103813,0.12435751
103814,0.1272059
103818,0.15521808
103824,0.1082274
103828,0.104087934
103830,0.22280215
103840,0.106289715
103842,0.11925095
103847,0.15101983
103848,0.1252363
103851,0.10750252
103854,0.15002833
103857,0.15633288
103861,0.10684239
103862,0.14914706
