SK_ID_CURR,TARGET
100001,0.27647663535280464
100005,0.5586948345910453
100013,0.1822663245886911
100028,0.31398919390636293
100038,0.7458020245976177
100042,0.26494197286049076
100057,0.048094839336597375
100065,0.17547314717509474
100066,0.12331987800447039
100067,0.4240994086319077
100074,0.34611511881513785
100090,0.33105165260164154
100091,0.713500064171588
100092,0.27485347301327856
100106,0.35303969911406863
100107,0.6172211330737185
100109,0.47200164688387514
100117,0.1244591281123278
100128,0.3516773729577926
100141,0.24538537183358808
100150,0.13384428558174946
100168,0.045794393204349686
100169,0.30390982763779206
100170,0.506990376507084
100171,0.3624214912406283
100172,0.4298878060010841
100184,0.5702661987323259
100187,0.5480036193582832
100212,0.29999946563249164
100222,0.34138504596663866
100223,0.21759304535476803
100232,0.07681365898518917
100241,0.6754759726643423
100245,0.10328469521902975
100253,0.08062995383932954
100256,0.3763379095445402
100271,0.03175192363619074
100278,0.6366745464551812
100280,0.12062867585366678
100306,0.7063200334108835
100311,0.5902899761119229
100312,0.1380932607057251
100330,0.2700555349770491
100331,0.2671548218358918
100352,0.6143448514680525
100358,0.4438880322741097
100367,0.21407259223592817
100382,0.5169190365522575
100384,0.3055069526775506
100385,0.5095610426349253
100386,0.23627620772462476
100399,0.25322367159204456
100404,0.17126741282425437
100416,0.13987186207000746
100422,0.31776360380326796
100426,0.34396034298589856
100438,0.2311724761368117
100444,0.49247819893597483
100445,0.6707563961690547
100446,0.2577982444899891
100447,0.09823383862587017
100450,0.4197407761184166
100466,0.09543708684068296
100483,0.2127598970180258
100484,0.07731868487631995
100494,0.30514310134938377
100510,0.7586888604943495
100512,0.07935341510146827
100517,0.3716936858818349
100548,0.10628227380721555
100551,0.37435670893478057
100552,0.40582776441377444
100553,0.06476470610821412
100561,0.6644458036805494
100568,0.8345601711230816
100569,0.2176486811741702
100591,0.33408213291327044
100592,0.19862513623391095
100602,0.38955114132433877
100607,0.39344723454364655
100613,0.3422031175330526
100617,0.5001482599033276
100618,0.48568048196233454
100622,0.3252098369597788
100625,0.6098593694012916
100677,0.2824944710752461
100699,0.21498400823283076
100702,0.8669948231211859
100711,0.2787888515211826
100729,0.5641970101255983
100740,0.7977821314871582
100744,0.589544898710048
100745,0.24632043392612019
100747,0.30046331649005337
100751,0.7274476109713894
100752,0.2682226482203563
100753,0.7324062645113858
100754,0.8225049059167392
100760,0.18839089201334452
100762,0.5961165863438748
100763,0.4497519161729638
100765,0.18189817340405076
100770,0.4843887728939529
100772,0.19419067474003202
100777,0.09539382566331424
100791,0.1641544187548571
100792,0.10280663195467729
100797,0.17008894220071744
100823,0.26986927341138894
100826,0.22040084689888717
100830,0.28184580994602654
100836,0.5254362923397374
100872,0.364120716827171
100910,0.3138974878354658
100913,0.384851921658444
100918,0.1166832993376272
100931,0.10456103484157604
100952,0.19033884715637192
100953,0.12833152234889555
100965,0.6785900498186415
100970,0.1552549844014248
100982,0.7080478926197341
100983,0.8395178356983882
100984,0.195090146112956
100987,0.18224706538482735
100997,0.3110440694130939
100998,0.7387431326303875
101002,0.294890344867777
101005,0.6465132227921135
101008,0.818767479216529
101020,0.3337160875487268
101021,0.22324540949202523
101024,0.20758125319888193
101025,0.629435857432747
101026,0.23578030041618586
101031,0.13747501519489658
101041,0.17869372659841948
101051,0.052070103222594366
101055,0.49773893253684676
101056,0.6302264211648947
101057,0.3266138098043674
101064,0.12434176963880407
101079,0.4991768537069706
101087,0.10389521506852255
101090,0.12138511517935661
101092,0.5164297590158029
101097,0.5047929341049143
101099,0.14243970841829376
101107,0.4632572868363504
101118,0.31332391591108255
101125,0.6117641131584182
101126,0.060324571399069445
101128,0.09435756083159018
101136,0.3336662673012049
101140,0.7248633037892365
101149,0.40358908827258927
101160,0.5959797721446289
101169,0.554258202734652
101181,0.36652317463002804
101186,0.028620514987212426
101190,0.24883932067464828
101193,0.5845234926513734
101194,0.5543629248543861
101198,0.6532019652108741
101200,0.22496359743154523
101204,0.08554500170090634
101211,0.4614275563291818
101213,0.413116468104545
101223,0.1377940626273228
101225,0.64661390372552
101237,0.32418405217938967
101243,0.33149071410352543
101244,0.5795649843922629
101258,0.2784786918002842
101259,0.7440663358026047
101268,0.5630148261102945
101269,0.20662233799486077
101271,0.41279068220468423
101279,0.4673294452074836
101281,0.4806434744202699
101287,0.40498201277445284
101292,0.22680736490547632
101294,0.1824607832604685
101296,0.5231331909771365
101297,0.2719696995511858
101299,0.20440750986319045
101301,0.42659562753346536
101305,0.7003709302808248
101308,0.70304280091745
101318,0.08398625504790579
101327,0.8399624013978808
101329,0.13726019570617812
101332,0.3687744843327897
101337,0.34757994796170655
101343,0.09364013332955617
101345,0.12801980523894654
101346,0.08409544531305259
101353,0.15013973372502798
101354,0.5547125111354084
101355,0.8273562958417693
101356,0.1402128933419376
101362,0.47577299884776936
101363,0.8312284783760947
101365,0.12122529989728455
101366,0.547532682483169
101367,0.6889610387671401
101368,0.06660337447835041
101374,0.5076555102806446
101380,0.09878993742550249
101383,0.22665680583540437
101398,0.13643470853250386
101399,0.7286069921746486
101401,0.7449983596841314
101412,0.4259066870422289
101426,0.35599361920789746
101427,0.738177651401675
101428,0.40943099539028405
101429,0.6910558860988398
101434,0.2796200910423386
101440,0.6349558570978936
101448,0.6409063724079952
101449,0.29019273716421434
101465,0.11610922825398715
101467,0.2876140250794489
101472,0.3860336438597267
101478,0.4755730741463887
101497,0.4247135490373191
101504,0.21726521887653552
101547,0.1472817238438943
101548,0.46269768432439934
101555,0.5479390924865445
101570,0.14298638954160703
101572,0.3734023937140721
101578,0.2342352510374881
101580,0.6116428758397067
101588,0.536069134084155
101602,0.07909758771505936
101610,0.42707715999379614
101614,0.2798724202147194
101616,0.20534520751504007
101643,0.4718008830615139
101644,0.16471017516640712
101649,0.1959941703825105
101650,0.32009747348110723
101665,0.06206724976344863
101667,0.5637171754859577
101669,0.49379145947124436
101674,0.45925018231745585
101675,0.12558133629846943
101678,0.5460534066776515
101682,0.24087018781474245
101686,0.3091716383773372
101697,0.735572339166192
101700,0.8755489082317527
101711,0.2194543537794693
101714,0.3485335831968665
101715,0.7820215399021373
101728,0.2527084636125747
101732,0.23065652922792104
101757,0.5760350860084896
101758,0.18033402306714383
101759,0.38513235656899286
101762,0.2045879180263722
101764,0.2075956922159971
101780,0.7434414806515526
101784,0.06954493442923045
101789,0.08635048040478113
101816,0.4382586884681672
101819,0.23365738864989624
101827,0.06042035922850275
101863,0.29217813519097924
101867,0.24559601866621247
101870,0.16941735793083282
101873,0.687103925630247
101878,0.4792987870458793
101879,0.142937317156716
101880,0.1475479033021942
101887,0.3213887767186268
101897,0.1214128350546449
101901,0.260343813242709
101903,0.6223013341255603
101920,0.1534516261853096
101921,0.2912979959315065
101922,0.41000415178376204
101961,0.5297812500278768
101962,0.07566219315710652
101971,0.20672136947774117
101976,0.7822245606967206
102002,0.46528888088386117
102005,0.22716704486734274
102007,0.8408027389993412
102017,0.18938495559443622
102019,0.8335653216067418
102029,0.057366769924616735
102051,0.672674847348088
102052,0.03514928432231238
102054,0.06603002671024029
102062,0.30329315656161615
102067,0.6649766782701985
102068,0.4403923357368871
102070,0.2943161702041734
102090,0.48163947544527463
102092,0.2331465432963518
102099,0.5838528220374191
102100,0.11602017842326219
102112,0.5838358914131188
102113,0.19530100694385946
102122,0.6089728304274766
102123,0.2291040435317858
102125,0.23558446120960555
102126,0.7241970260146777
102146,0.14633477684514518
102147,0.5316082067983768
102151,0.3014722526183613
102158,0.6008799610894398
102159,0.10139355784146667
102162,0.34785039427176656
102165,0.18372123440878124
102166,0.19254753278933961
102174,0.10068514612951865
102193,0.7094120892120005
102198,0.28913744234179134
102205,0.6936782075543668
102206,0.15558225312005866
102218,0.10342977548826986
102221,0.21279535486140755
102230,0.4487540686453193
102238,0.18128650763924853
102248,0.2473122777777407
102252,0.5961222755394815
102259,0.33727675065496066
102262,0.5444370058453933
102273,0.19362797383930755
102286,0.61706574911569
102293,0.0966936980449507
102294,0.2990575255365614
102296,0.22903202539068065
102298,0.4937733787273963
102303,0.20103856930841502
102309,0.3549264955986779
102315,0.21140021590045777
102340,0.3111523589236438
102342,0.44280052168977224
102344,0.3117153773501941
102346,0.530494724891576
102347,0.1093489107029009
102374,0.24583616399144978
102380,0.18277169786043
102387,0.12378331667302264
102393,0.30964569046858276
102403,0.09117173942223024
102413,0.384146539546812
102414,0.03696538248435514
102415,0.2249570841031541
102416,0.6772043088407582
102439,0.40239726514255214
102441,0.250738841100935
102443,0.11944890109616889
102444,0.33997072463648026
102445,0.552506508259708
102448,0.1385777214532761
102449,0.4318272969843273
102450,0.6846606845260498
102456,0.12390493325023332
102458,0.4121012111208276
102459,0.4331748283326745
102465,0.07072039775160203
102470,0.5657965788793123
102471,0.3701993786303016
102475,0.31369297561161213
102476,0.6032236430548444
102506,0.22323436459076204
102509,0.1603517309013001
102519,0.1857666884567203
102522,0.22241869154869642
102545,0.2259897858854652
102549,0.18362245850885503
102562,0.08478574152084821
102563,0.17352261079261225
102568,0.7610147876049973
102582,0.35055367873705623
102592,0.1965435868130465
102597,0.5667724621431953
102605,0.18389419872711169
102614,0.0775455335999465
102617,0.5650197714368662
102634,0.2377698814520915
102652,0.07695544178875864
102655,0.042506448547900325
102671,0.38374775900158203
102694,0.7312262436966446
102701,0.3079777916635158
102703,0.060898456679349476
102704,0.10225297180210234
102713,0.05035747018855133
102720,0.47991963052028114
102731,0.21814901740330983
102733,0.1554615778301467
102749,0.26685316055132247
102755,0.4568958472628686
102763,0.019488907971860786
102770,0.3938060489953076
102772,0.38951373268966577
102799,0.5307658762085058
102838,0.11543466143670915
102854,0.0963977704345151
102862,0.5934843900024993
102863,0.20932894872984378
102867,0.1090070987910669
102868,0.06608700735371077
102878,0.369031140191907
102887,0.3519143908135557
102898,0.6769112154037445
102904,0.4220427314643159
102912,0.360730807215003
102919,0.221145706443726
102927,0.27376007270650077
102932,0.34910804922569305
102933,0.33390329596577567
102935,0.14809739462803498
102958,0.45157659792735877
102969,0.7670386427253968
102971,0.20603526152611573
